2016-04-13T10:37:00+02:00;0087345025;Lens;75.0;5.0
2016-04-14T11:35:00+02:00;0087319012;Aix-en-Provence TGV;84.0;19.0
2016-04-14T13:24:00+02:00;0087686006;Paris Gare de Lyon;54.0;2.0
2016-04-18T12:06:00+02:00;0087391003;Paris Montparnasse;63.0;4.0
2016-04-14T10:13:00+02:00;0087484006;Angers Saint-Laud;90.0;6.0
2016-04-15T11:50:00+02:00;0087391003;Paris Montparnasse;60.0;4.0
2016-04-15T11:26:00+02:00;0087734004;Clermont-Ferrand;104.0;7.0
2016-04-15T17:43:00+02:00;0087723197;Lyon Part Dieu;96.0;6.0
2016-04-18T06:31:00+02:00;0087182063;Mulhouse;71.0;1.0
2016-04-14T08:52:00+02:00;0087141002;Nancy;80.0;7.0
2016-04-15T11:18:00+02:00;0087773200;Sète;93.0;4.0
2015-10-02T10:05:00+02:00;0087686006;Paris Gare de Lyon;58.0;2.0
2015-10-07T12:36:00+02:00;0087384008;Paris Saint-Lazare;56.0;2.0
2015-10-15T11:57:00+02:00;0087391003;Paris Montparnasse;57.0;3.0
2015-10-07T15:31:00+02:00;0087391003;Paris Montparnasse;47.0;4.0
2015-10-02T07:35:00+02:00;0087547000;Paris Austerlitz;37.0;11.0
2015-10-02T09:48:00+02:00;0087286005;Lille Flandres;69.0;12.0
2016-04-08T14:29:00+02:00;0087318964;Avignon TGV;59.0;7.0
2015-10-08T15:43:00+02:00;0087113001;Paris Est;80.0;4.0
2015-10-06T16:17:00+02:00;0087415604;Vernon;49.0;1.0
2016-04-08T16:06:00+02:00;0087481002;Nantes;69.0;2.0
2015-09-22T16:11:29+02:00;0087686006;Paris Gare de Lyon;52.0;4.0
2015-08-28T11:43:29+02:00;0087686006;Paris Gare de Lyon;51.0;2.0
2015-09-22T11:04:20+02:00;0087686006;Paris Gare de Lyon;43.0;2.0
2015-09-23T10:16:25+02:00;0087415877;Val-de-Reuil;32.0;1.0
2015-09-15T12:24:15+02:00;0087686667;Paris Bercy;70.0;2.0
2015-09-04T10:33:24+02:00;0087387159;Conches;21.0;3.0
2015-09-11T10:34:06+02:00;0087387159;Conches;21.0;1.0
2015-09-09T11:10:57+02:00;0087415604;Vernon;50.0;0.0
2015-09-21T10:40:10+02:00;0087444299;Bernay;45.0;4.0
2015-09-21T19:00:28+02:00;0000313874;Amiens;60.0;4.0
2015-11-16T09:54:00+01:00;0087391003;Paris Montparnasse;50.0;10.0
2015-11-13T15:33:00+01:00;0087212027;Strasbourg;82.0;2.0
2015-11-16T16:29:00+01:00;0087747006;Grenoble;77.0;2.0
2015-11-16T16:24:00+01:00;0087141002;Nancy;75.0;7.0
2016-05-27T11:47:00+02:00;0087581009;Bordeaux Saint-Jean;85.0;0.0
2016-01-05T15:47:00+01:00;0087686006;Paris Gare de Lyon;57.0;3.0
2016-01-27T17:26:00+01:00;0087271007;Paris Gare du Nord;47.0;8.0
2016-05-27T10:34:00+02:00;0087391003;Paris Montparnasse;63.0;3.0
2016-05-27T13:49:00+02:00;0087484006;Angers Saint-Laud;91.0;8.0
2016-05-30T13:31:00+02:00;0087723197;Lyon Part Dieu;98.0;6.0
2016-01-05T11:04:00+01:00;0087223263;Lille Europe;83.0;4.0
2016-01-05T16:00:00+01:00;0087396002;Le Mans;86.0;7.0
2016-01-02T12:10:00+01:00;0087481002;Nantes;72.0;3.0
2016-12-16T08:26:00+01:00;0087696328;Moulins sur Allier;82.0;2.0
2016-12-16T09:28:00+01:00;0087755009;Toulon;87.0;5.0
2016-12-16T10:14:00+01:00;0087391003;Paris Montparnasse;67.0;6.0
2016-12-16T10:41:00+01:00;0087781005;Béziers;71.0;3.0
2016-12-16T13:44:00+01:00;0087318964;Avignon TGV;66.0;3.0
2016-12-16T15:52:00+01:00;0087581009;Bordeaux Saint-Jean;81.0;2.0
2016-12-16T16:30:00+01:00;0087214056;Sélestat;50.0;2.0
2016-12-17T08:49:00+01:00;0087723197;Lyon Part Dieu;86.0;20.0
2016-12-17T11:33:00+01:00;0087319012;Aix-en-Provence TGV;87.0;11.0
2016-12-17T16:45:00+01:00;0087318964;Avignon TGV;61.0;2.0
2016-12-17T16:54:00+01:00;0087171009;Reims;101.0;2.0
2017-01-06T09:11:00+01:00;0087615286;Carcassonne;69.0;3.0
2017-01-06T09:24:00+01:00;0087576009;Vierzon;85.0;4.0
2017-01-06T10:30:00+01:00;0087474098;Quimper;86.0;1.0
2017-01-06T10:58:00+01:00;0087391003;Paris Montparnasse;61.0;2.0
2017-01-06T11:48:00+01:00;0087726000;Saint-Étienne Châteaucreux;95.0;6.0
2017-01-06T12:35:00+01:00;0087773002;Montpellier Saint-Roch;87.0;12.0
2017-01-06T12:47:00+01:00;0087543009;Orléans;83.0;5.0
2017-01-06T14:20:00+01:00;0087613000;Cahors;78.0;2.0
